"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL"
"2390","5014","#QV0YYL","Supercleverman","171","146","6","#2LCQ008Q","MegaEmpireAsia","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"2391","5014","#QGLC0L2G","たもちゅん","143","92","3","#8PQL0Q8U","東京クラン","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"2392","5014","#RJ9CQ89J","H . K . 7","131","121","1","#9C2UPJUQ","No.1","a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI"
"2393","5014","#QC98CJGQ","TNT","144","96","10","#PV0UP0Y","GULF KNIGHTS","rU0ub0XoQRV14xrgDq2B8N0KvC_kPTBBWK4nm7W2H-8"
"2394","5014","#GL8CL8PC","Orgil","178","182","8","#80CQY0QJ","Khar Suld","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2395","5014","#92L22JJG","Ms.Jessica","171","81","2","#PLP889QG","PINOY PLAYHOUSE","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0"
"2396","5014","#PY0VCYPQ","TommyVue","160","145","2","#LP29RGQ0","HMONG CHAMPIONS","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"2397","5013","#PCY2YVLU","}~King Bakki~{","145","107","8","#YQC2GYVU","PABEBEWARRIORS2","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2398","5013","#YR9PJJJ8","ii","141","119","6","#28Q0JUVQ","天狼星—狼烟再起","vUTP2-uQPJX0EDfR2pplwe3mYl2z13G0KLoCqd7Q59w"
"2399","5013","#PP2G8JJ8","kenzoryu","149","116","3","#2L0VCUYU","AutoDrezz","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"2400","5013","#YJV8PQYV","上上下下左右左右BABA","141","157","6","#2PVL8VC2","武汉 一纸风华✨","fbEQNyTzaMqWvali0P4ZHgepwOJYwun8rVHRe8YgFXg"
"2401","5013","#2JVRCLP","Osama bin Ayrat","145","252","2","#8G8RLYUJ","anarbest","DAt3F4VShTIS5aSa_I7FJ8uBZNw914CUaeoSAvN17Sc"
"2402","5013","#PUL22Y8G","hassan","161","158","24","NULL","NULL","NULL"
"2403","5013","#PYJQG9JU","BigBrowning","170","120","6","#898YYQLY","Making Bacon!","VNKjK5xu_cPgeUdQqpuOzBgJQSF2ha0TdWlbgv3i5Bk"
"2404","5013","#28G80LL0","☆まこ☆","156","189","17","#YJ0GJRGY","notre　trésor","kzfV4SwfskoN3xFxSw2JulxPt6oq3s4xD3Q-awc1TS8"
"2405","5013","#2QR2GYYP","Army of One","131","165","3","#CGPRP9","Calguns.net 2","t433DCjl9kaot9fx5ECDS7vxG8CgGyluBHDYoFAhEgI"
"2406","5013","#209YJ9P2Y","デグ","137","179","7","#LY9VGVUU","神々の遊び","AQ8MdqQfBJiCQmVTrwahdGYHvxAZ4We6kYyqTKrN64Q"
"2407","5013","#QRU9PGCR","ocean","136","183","10","#2JCU9C8P","誉〜HOMARE〜","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"2408","5013","#QPLLPYYR","Zub-Zero!","153","153","8","#Y98PGPQ","CASTLE WARRIOR","tzDe0Et96u40ge8kt64qCdsdLqahxP6alM_YyLeRtX8"
"2409","5013","#LGJY99R8","R1","168","500","43","#892CJVVU","Avengers","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"2410","5013","#PPCL0CVQ","R C H","144","399","20","#9L8Y8GJ2","JAKARTA Chinese","Vs_blw9UbuT3GwqOLI5uik_YhP_xlYhoxdAJFwuksZc"
"2411","5013","#9PL2YJ22","R4id","155","85","5","#YU8RVY0U","RISEN","QQMowrtLb64vooNTCSIPBDQEJhVg8syHlNSE76xMAg0"
"2412","5013","#90UU8LY9","Edgepro","155","93","11","#PRGG8CY","PEACH MAX","AW6voXHWNn2nXCzeG3nAvLtK1sU2VBERr9gfCxuAgaw"
"2413","5013","#2P0LYUGV","Dr Evil. LB","137","145","3","#2990YVCP","lebanon","_l-4kVXLOb7llUZybpRVKPZcGDUnYB-qI6SRDQCtdFA"
"2414","5012","#2RGLGGV2R","1st of His Name","152","530","192","#LQPPU2Q","House of Pain","FKxB0x09VoSAtS6WocQmKbckPOnMhrTJEfHdxOguvuQ"
"2415","5012","#QJR9922J","Badytúrico","141","103","10","#88G0PRVJ","FURIAROJA.NET","fbEQNyTzaMqWvali0P4ZHgepwOJYwun8rVHRe8YgFXg"
"2416","5012","#8C89J2G2","ワタル","146","132","6","#2J9902U0","みことｰ尊ｰ","Ovla22qqpfMgbaZzYF2FFn-cL98373ybVqu9U7xsfZM"
"2417","5012","#CRVGPRCG","phil","137","230","8","#980PLRJ2","The Nomads Clan","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"2418","5012","#Y8RJUCGJ","Op!uM^","145","121","10","#V9L9UG8","FRERES D'ARMES","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"2419","5012","#C82QR8VR","penjejak badai","153","272","4","#8UVCJ29G","MF007Family™","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2420","5012","#VULVVCG","moataz","151","770","113","#LLQ8RRV","UAE999","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2421","5012","#PVY9U80G","WigSplitter","162","99","9","#9L2VP828","Kings Throne","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"2422","5012","#QPPL92UU","Snake_2832","183","2657","166","#Q08G02C0","Freedom Tower","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2423","5012","#Q0UUL00Q","maax","146","136","10","#9CG2RP9L","|||||","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2424","5012","#L2UPCCJ","shunix112","184","66","3","#P8QYQ08Q","Game Of Cups","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"2425","5012","#RQL92UGL","Swiss1990","159","154","10","#YU0LP0G","Die2.2","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2426","5012","#QYCPRJYQ","Superb","151","186","3","#9R80RGR","MINI-VOYOUS","C0gdU5N_K8BXwsu2jYZy4USe_Zyb_udzTYGzx04zQdI"
"2427","5012","#R8UPLQJR","wolfyosi","140","166","6","#8PQL0Q8U","東京クラン","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"2428","5012","#JYPLYVL9","Dater","153","102","5","#2CRGCC2V","Batallas CoC","yvbD84HLE0XXLeldiwkWCmSmZS6w_WIMNEZp6wxTACo"
"2429","5012","#LYYGUPPC","franc-key","171","155","16","#RQJ2YJL","CanURevenge?","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2430","5012","#LUVP0C98","BOSS OF UAE","142","476","71","#892CJVVU","Avengers","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"2431","5012","#2YR9Y82Y","conquistadores","160","185","18","#9GPJPC2G","I RIBELLI","yvbD84HLE0XXLeldiwkWCmSmZS6w_WIMNEZp6wxTACo"
"2432","5011","#Y80PG8R8","Dangerfield","141","119","6","#2VCQRUVR","Old Men","wEd9wggsPqjehuS6dX7PujAs-yhpEAxDWPREH7KmdeU"
"2433","5011","#YYY29VVR","CADI","159","197","4","#UC20VG8","*AYYILDIZ*","OIrad9oLA0EmSCLfrIzdbS0O7tTdZH5cKDhJEZfu8NM"
"2434","5011","#PLUJCQY","Zeus⚡️™","156","133","8","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"2435","5011","#Q282G89L","MOHD AL-DOSSARY","168","173","7","#2UL20P8L","درع الجزيرة","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"2436","5011","#Y9JGV2G8","Nunu star","163","160","4","#9UYU8V8G","Egypt","XJC9r4bMfN6Lu4cCXVZ_d1F7KpUPwt-M6c6XXX3ZReE"
"2437","5011","#UVC99CQL","けん♪","148","117","14","#G99RJ89","パンドラの箱","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"2438","5011","#LC2LGYG2","qonoq","153","113","5","#2RVGRR0C","РУССКАЯ ДРУЖИНА","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"2439","5011","#LG02CYPC","Kong Nik","147","194","9","#2QVP9CV0","iWar Chillers","V5SOprRDwUQKqfI1RWbdikOUkqj1h6oN7G-zDrxQhbs"
"2440","5011","#8C9YVCUL","Epic 2","146","80","15","#PJQG9PUQ","BLEACH NATION","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"2441","5011","#U9C00UGL","yscompany","159","168","4","#22U900U9","ティーカッププードル","aIgTBaGxdHglhWv5cK0Hl7L6f5rWLNhwXW1vVR49OIg"
"2442","5011","#V0CUU99J","Belgur","143","144","1","#2009UQQ","A.D.E.","SEHItSTaeITfhGSeKade8R4QL0rOgscO8qUF2ho6YuM"
"2443","5011","#CVG9JJPJ","kos7","205","190","7","#VJ02VQG","ΦΡΑΠΕΔΟΜΑΧΟΙ","fO7W0PZBZDofV70rlDdRfVQ7DRks8icmxRViCh4SSA0"
"2444","5011","#P2YJ2LJ8","ABAK","145","112","7","#9RUPPCYC","Ragnar Lodbrok","SWcSuBwZEA2kBlCyGaOkWwoPJrLxl8usYPDDPSH2NWU"
"2445","5011","#C2Y80U0","kiroro*2088*","172","145","5","#9028ULJY","【第九區】","JYJNl9HOl5eUwFog3Zb8wTZunxyJ5_rcn6RHUGXuR0s"
"2446","5011","#CRQGLCR","數祖","151","121","17","NULL","NULL","NULL"
"2447","5011","#RRG8RVV2","subsubsui","148","172","7","#802U288","UltimateFarmer","uM1g6vylymnmRvJAczoFVj0jSFKQTiR9bMeXHOhHAfw"
"2448","5011","#YUQQ029J","kfvamo","168","1120","109","#28R9YGL","HOLGER DANSKE !","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww"
"2449","5011","#8829VP9V","宣轩","148","134","9","#2LLCJ8R2","云月轩&云起四方","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE"
"2450","5011","#YVQU9VY8","valerio_p","157","106","5","#PJV99QJ0","Italian Champs","Ukxtro0nEsz8f70jMvV1wwafhJcPyh_RgasvQiBQ1Rg"
"2451","5010","#20GCY0PC","啓太","145","226","0","#Y2JQC0LQ","Casablanca❤️","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"2452","5010","#280LUC9","KeNoBi","136","150","8","#PG88UPC","Lost Phoenix ","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"2453","5010","#U8UQUUVC","xxSOUxx","145","134","10","#2UVGG2YR","太田南一番街零戦","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08"
"2454","5010","#RQG2CLP2","きよえもん","139","173","10","#2RGG8RC8","べーとぅーべん","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"2455","5010","#8UGLLPPV","Eoctopus","164","105","3","#8RQYP9YG","阿里巴巴和四十大盗","7C2SruGmxB83a_dspOpi3Qj_vqDswGzZzhh1O2GgfuM"
"2456","5010","#220V2QLG","mr. Koen","145","107","16","#2GR920V9","WAR IMPERIUM","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2457","5010","#2VYPJQ8L","EmTrafford","182","159","2","#PLGV9U8","c.o.c. thailand","anzPXwHdDcfVYLgLiGSkOybemfiRB80uaihupf77o60"
"2458","5010","#VQP2UPCU","༺༈༑ᎠᎥᎬᏃᎬᏞ༑༈༻","136","109","18","#YQJJRV2R","Terra Firma","bfmKg8cM4PUytKqR0ASyqLITyOqjjfaCPbrDEdiP7U8"
"2459","5010","#P2VYYPRR","بوعبدالله","141","90","12","#CLRG0VL","امواج الامارات","IJppAOZvwjAjX5RtKZ46jyC5xpt1DNG9Quuc1ZcfvLI"
"2460","5010","#ULGGC8J","(｀ー´ゞ-☆","151","116","12","#80UJGYRJ","俺のkingdom","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2461","5010","#9C0RUQPY","Weis_威","165","514","153","#2LQL9VQU","迷宫","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0"
"2462","5010","#YPCL8R98","Bamz37","160","136","7","#8LJC9JY","NoLimiT","bfmKg8cM4PUytKqR0ASyqLITyOqjjfaCPbrDEdiP7U8"
"2463","5010","#QP0Q2VQQ","stephan828","163","150","12","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2464","5010","#9YUJUYVR","J-STAR","154","134","16","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2465","5010","#Q8GR02VG","thor","220","291","172","#9JU2VP2P","GAMBLERS CREW","FDwK67NjcQZcOR9OBlqOkx0YjvF2X1pHhVAcdjZMj8Y"
"2466","5009","#C92URCPQ","しゅん2269","146","81","6","#82R8URPG","BOOT JP","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"2467","5009","#8YUQRGLC","カズムネ","143","183","5","#9J99PYRL","CLUB ONLY","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"2468","5009","#YL92VLQ8","浪子","152","431","10","#9V9L9LRJ","GRaVe CuddLe","4IYaGHTNZF3sS9e5N0m4JDtrd3KcLKwOQ00ta2DzOlE"
"2469","5009","#PQY99G","poche","161","192","6","#Y00LV9R9","Emirates","qdsDu69YuMUoxOV7zme6ewRVJFkePcTD-DSlf8H-ekw"
"2470","5009","#GG9L8GGR","aziz","145","79","10","#2C9VPUPC","QATAR","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"2471","5009","#JLYGRP8Q","mapu","147","187","9","#9R8800G0","大河の一滴","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE"
"2472","5009","#Y0UQ8JGJ","Bro","142","97","11","#82CQCJ8U","Die Chiller","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"2473","5009","#2YRVLLU2","pc_kopat","142","69","2","#UC20VG8","*AYYILDIZ*","OIrad9oLA0EmSCLfrIzdbS0O7tTdZH5cKDhJEZfu8NM"
"2474","5009","#YJ9YVCLJ","ozone busters","144","146","4","#RUUU8GC","VeritasAequitas","TU0t119W5y2lbBAVtL4Ybx4aRPZMAzc5gvFgg02dXHI"
"2475","5009","#2Y8P29PL","FIGHTER","163","125","19","NULL","NULL","NULL"
"2476","5009","#VRJGGGP","MR. CLASHER","139","103","9","#YYC0JP9","الرئاسه","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"2477","5009","#2000U2RCU","五右衛門","186","312","10","#8QU8VPQL","マカロン塾","NJngz8BoXuKMAUVl5UuavpXGDaE4chERulCJtAwmGLU"
"2478","5009","#QVQLLPLV","Warm Apple Pie","168","89","8","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"2479","5009","#LQ2UGLL2","OTEP","163","119","11","#2U0VY8VG","Brgy. Tropaks","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"2480","5009","#YR2C0L8J","IRON MAN","179","141","5","#PG88UPC","Lost Phoenix ","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"2481","5009","#9U8UCVYL","Savage","146","299","2","#2RUU0VP9","Clash of Knight","l4WQrf4P4cXncnwpcI91aPW6rrsbZDkLLzvRMOR4XTU"
"2482","5009","#RPU90LPG","ボジョレー","141","130","3","#2JCU9C8P","誉〜HOMARE〜","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"2483","5008","#8VRQQVRG","FezzyBoy","144","112","2","#89RVQUQ2","LP2 Ares","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"2484","5008","#U9Y9JRCL","胸毛✌️パンチョス✌️ゆびっち","146","338","8","#2JCU9C8P","誉〜HOMARE〜","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"2485","5008","#9GVGY00R","JuanG","161","870","98","#92R2U9QJ","Clashtronauts","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4"
"2486","5008","#8Y0JQLRP"," seiya","178","187","15","#PU02UU9","日本coc工業（株）","g_sTtkTXZdzLkrzHovOM04fEanzRmtc_FrQLQSeE1kk"
"2487","5008","#R88JUCJC","dcibelico","163","160","4","#22RQ0JYQ","BILBAO","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"2488","5008","#R2C0VU88","aんdy","140","134","2","#8QQRL808","戦神-ikusagami-","tLUZZedaqflXs4QEQlDoZNgUgcPM59Vwm6ZXsTTcXiw"
"2489","5008","#L2QJR0CC","Badger","138","100","6","NULL","NULL","NULL"
"2490","5008","#GUYQ89GJ","ki m la m","147","185","8","#JU880GJ","广东 珠海（分盟）","2fM_WCBB3JuUJLQ2QMuN-AfUCDhPUU2vDLaJdeuP5O0"
"2491","5008","#G2Q28RPL","mahmoud","164","163","19","#8Y2Q9RCP","The (A)lliance","dmuTu_3Mc9R6ulig3R42P7GIZMhxLK4MFwOyNnPVr5M"
"2492","5008","#GQQ28GRG","Chief","180","123","14","#8VG89ULY","IRAQ CHAMPIONS","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"2493","5008","#GP28CJG","derrickff","149","163","5","#9028ULJY","【第九區】","JYJNl9HOl5eUwFog3Zb8wTZunxyJ5_rcn6RHUGXuR0s"
"2494","5008","#8G9Y8J9U","YUDAS","132","187","6","#UP0080R","Indo Eternity","xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY"
"2495","5008","#P2JQVYGL","DUKE VLAD II","143","93","5","#8PCL0Y9J","BRASIL TEAM","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A"
"2496","5008","#LRQ2LG8L","smallLUN's","152","39","4","#2LCQ008Q","MegaEmpireAsia","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"2497","5008","#C8QVG90R","Tore","144","107","12","#2RPQYPV0","GRØNNERE GRESS","IqJXD9RBYNbpesFihDHAdXHqJGuUYIlAddqNs-bob2o"
"2498","5008","#82UJPL9L","Abecito","149","92","10","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"2499","5008","#L28VLUV9","ヒー","150","154","7","#YGCGCPRG","PARTY☆NIGHTS","H39b_-WLZGtZVWQ0hqTkE-Tn2AaQnQWy_Iz4yBlvL0M"
"2500","5008","#PGGPQQLJ","Manitou","153","86","13","#UUGGJC8","FULLY LOADED","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2501","5008","#UU08PYP9","삽질조고문관","150","71","11","#PURYQ9V9","삽질조","SR0L_wDL7FWMZTUiKah_YcsBMnTVQSM2nE7MnPsNUgs"
"2502","5008","#8VRCUGGY","GODZILLA","159","167","8","#2L0VCUYU","AutoDrezz","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"2503","5008","#PC929Q22","PERIKONVERS™","163","147","0","#88YCP9YU","Mexico PRO","C0gdU5N_K8BXwsu2jYZy4USe_Zyb_udzTYGzx04zQdI"
"2504","5007","#RLY8CUQC","Princess Pie","172","116","12","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"2505","5007","#CQV2JP2C","シン集中","167","88","12","#20R00LPY","ぶっちぎり！1","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"2506","5007","#Y2QP829","킹덤","135","238","15","#9R80U8LJ","KOREA 8기","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"2507","5007","#2VJCPQV8","graurrrrrr","148","86","5","#8UG0LL82","SLB - PT","NuX2Jq6C3mKytjmyASOCjNMx0iU5dpSfjy3IP4XPdJc"
"2508","5007","#J2J0RVJG","CN.one请叫我包子","203","115","11","#P02RJ0QQ","CN.one","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2509","5007","#R0Y2L8R","NİHAT B.","141","133","7","#9JCVC29","ANATOLIA","V5SOprRDwUQKqfI1RWbdikOUkqj1h6oN7G-zDrxQhbs"
"2510","5007","#YQ9JVLJY","peetie007","161","172","1","#20VJQUYC","Lowlands XL","u1O0QEYDF2l8_mjAgC_c7VRkM2dLR2SiphG3BgycASM"
"2511","5007","#2UCRG2G","Ginza888","129","222","6","#P0RJVJVP","GinzaKoso Tokyo","xyAQeEy7043N99BgOqa9knj3cq9fppL_qXBgwsXvU6U"
"2512","5007","#JP08RVJ","MIND★MAN","160","108","6","#J0JP088","Love&Peace","jChLo_OeaeQUT1Mq81eOJt_rUfa-0j8ibCFZntIHC10"
"2513","5007","#8CJLCRL0","BeatLegend","138","127","5","#28UYU9Q2","GNADENLOS","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8"
"2514","5007","#9PYYUU0P","Arian","142","131","24","#209202YR","PERSIAN HUNTERS","SR0L_wDL7FWMZTUiKah_YcsBMnTVQSM2nE7MnPsNUgs"
"2515","5007","#Y0RJJJPR","sir alex","151","261","7","#QVC0YR8","АСПАРУХ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2516","5007","#Q28QRCPJ","المتصدر+6","147","183","5","#8JVPCJLC","U.N. ARAB","snN4Nh6EZjQsE_RHEhCeGCywUhJ-bxneuFo8Z_02zAI"
"2517","5007","#LR82JQGR","ADEM DEMİRTAŞ","145","155","4","#VRPYLG","MADE in TURKEY","KzIU29xI4JPcMNvnYutkMivV9XgQTZEwFnUY9jRRKtw"
"2518","5007","#2J2UQU8V","Andy","162","154","4","#QCJJ8YL","Cocain Cowboys","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"2519","5007","#LG9L2VQR","™ Essam ™","160","172","15","#8L2GUGRQ","the kings clash","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4"
"2520","5007","#L88022PV","Doctor Jekyll ®","161","842","203","#8RVUVYCU","United Italy","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g"
"2521","5007","#PY2YRCV9","BaD2HeaRT","131","136","1","#80V928QC","Sharjah","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2522","5007","#8J0JQV2P","xxGORIYANxx","145","120","5","#9C9G2CUP","〆vergnuegen 〆","xSnvNNmWGEX12SBe1kmk980elitUQ-lL8mDYkAK6Ncg"
"2523","5007","#902P8JYL","ruhan","155","136","14","#YQR0YQ0G","TITAN TURK'S ®","YMSh3zRpb0IE0nEJ4g7CfSomzBs-RQcWFiVpP3h05ew"
"2524","5007","#QYYCRUJP","Pheonix","156","98","1","#2L0CV2GY","COC Elites","aYbU6sgCa-W_tD0MMnpDcyG8zJNoPh6Wogsh51gxYd0"
"2525","5007","#PVY9PU8G","Mehdi tarjoman","153","98","15","#JRRGVJR","PERSIAN GULF","MKDWb2BV1gSGTb5mCcOLEsAbn3pj9kcP1zkQnBzWtT0"
"2526","5007","#8CGP20LC","azad","152","310","4","#YV8CC2C","قوات الامارات","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"2527","5007","#L9CU028L","South Barbarian","189","154","2","#Y82R2V9","Cavaliers 4","u1Ddhwi9_mx16EPIFzpCTqcguhm32Sre_-bVxtZl4wg"
"2528","5007","#JVQ89GPG","TitanPeak","198","244","15","#JJ8LVG0","2 Live Jew","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"2529","5006","#CVC9C9PQ","まーん☆プロ","151","214","9","#YU9GQRCC","GRAZIE MILLE","f2iJF-gjyx5MRzD5z6pekgdgimXO1IE7CE3tr5DguTk"
"2530","5006","#2YJJ0YY8","かーぷ","129","220","1","#2UQP0U00","＊MISCHIEVOUS＊","_w5e72ZHU9XRrM-RIhh4zEP_JGBUfdUyZ5pKqers8uw"
"2531","5006","#8GCGCJG2","BLAST","137","264","7","#92Q2UUJP","Kings o Kings","pIQF0DrthjPQPaGjCOmQVYGP1hV2t0naCg1V2IaEoAo"
"2532","5006","#VUGJRQ22","$aPpH!R!x c",)","155","130","6","#2RGGURGP","PINOY OMEGA®","XJp3CtBRdB4GbkvxxxJpAnBOCkL5SwB8qNc9feBg538"
"2533","5006","#99RRU8P8","小兰","165","103","9","#J2282GP","悉尼休闲小站","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA"
"2534","5006","#QUGQ8J00","♪空爆王子♪AKI-RA♪","138","247","5","#2V8PUL28","戦場の絆","Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0"
"2535","5006","#LLPPLRC2","老特拉福德","152","104","8","#9JJLUUYG","沉睡的武士之魂","uvPL8WSJXACMAgOW3JsNLvoFgjHqkbgeQ0QipAY56v0"
"2536","5006","#UY2VLQRV","Mr Bin","197","227","9","#2VJRP8RC","VIET TOP","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"2537","5006","#2G90UG99","Highlander","151","168","14","#8LCRQ0Q2","Ü30 Legion","7C2SruGmxB83a_dspOpi3Qj_vqDswGzZzhh1O2GgfuM"
"2538","5006","#PY90YQ9C","filippo","138","86","4","#9V899G9R","WAR HEROES","rSLscGYpSQFpKXZMhmQTMCsZdVre9bAiTxPkPM2LEuY"
"2539","5006","#JPPUGR8J","-plax-","151","76","3","#8G9VURY9","ch-elite","bLLMHf8xbmCkT24m0IB1FvFDo7tg4FToerQS2ZbEpUI"
"2540","5006","#82P9LGCU","Ibrahim saud","174","300","5","#GGR8U0Y","The GFF","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g"
"2541","5006","#8PC888L2","Mr. Hyde ®","161","760","156","#8RVUVYCU","United Italy","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g"
"2542","5006","#28GQCURP","こう.40","171","198","3","#989U90VY","-folklore-","FZwJEOBTPtByJDhxEE33iSBK8O88DOyKiiF7Ehg1i_U"
"2543","5006","#22ULVJJCR","✨Dashti✨","140","203","173","#908P0UQP","درع الجزيرة ٢","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"2544","5006","#2CGCJR02","Hell Angel","159","71","5","#2R8CCG0V","No Name Legend","FrpxGpjY4weWFhfe-RTAoFVvryBHTzeiMYfvULMh40A"
